protein_id	gene_name	diamond_subject	diamond_pident	diamond_evalue	diamond_bitscore	diamond_taxids	diamond_sciname	source_organism	lineage	is_eukaryote	is_bacteria	is_fungi	is_virus	pfam_domains	pfam_evalue	eggnog_og	cog_category	eggnog_desc	cazy	go_terms	kegg_ko	kegg_pathway	diamond_title
TRINITY_DN244363_c0_g1_i1.p1	WP_007963876.1 MULTISPECIES: BON domain-containing	WP_007963876.1	100	8.92e-66	206	286	Pseudomonas	Pseudomonas	;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;	0	1	0	0	BON(PF04972.23)	2.4e-13	COG2823@1|root,COG2823@2|Bacteria,1N8H9@1224|Proteobacteria,1RUAM@1236|Gammaproteobacteria,1YQHQ@136843|Pseudomonas fluorescens group	S	BON domain			ko:K04065		WP_007963876.1 MULTISPECIES: BON domain-containing protein [Pseudomonas]
TRINITY_DN244369_c0_g1_i1.p1	WP_107810179.1 tetratricopeptide repeat protein [E	WP_107810179.1	99.4	9.87e-107	312	2135667	Elizabethkingia sp. YR214	Elizabethkingia sp. YR214	;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Elizabethkingia;Elizabethkingia sp. YR214	0	1	0	0	TPR_6(PF13174.13);TPR_2(PF07719.24);TPR_8(PF13181.13)	3.6e-09	COG4235@1|root,COG4235@2|Bacteria,4P36G@976|Bacteroidetes,1I92H@117743|Flavobacteriia,34Q2B@308865|Elizabethkingia	O	Tetratricopeptide repeat					WP_107810179.1 tetratricopeptide repeat protein [Elizabethkingia sp. YR214]
TRINITY_DN244496_c0_g1_i1.p1	XP_039278286.1 prefoldin subunit 1 [Nilaparvata lu	XP_039278286.1	70.2	4.36e-46	156	108931	Nilaparvata lugens	Nilaparvata lugens	;Arthropoda;Insecta;Hemiptera;Delphacidae;Nilaparvata;Nilaparvata lugens	1	0	0	0	Prefoldin_2(PF01920.26)	3e-17	KOG3501@1|root,KOG3501@2759|Eukaryota,3A73E@33154|Opisthokonta,3BSTA@33208|Metazoa,3D9IW@33213|Bilateria,48EPM@7711|Chordata,49BGU@7742|Vertebrata,3JGE9@40674|Mammalia,35PYR@314146|Euarchontoglires,4MJ5P@9443|Primates,36AMJ@314294|Cercopithecoidea	O	Prefoldin subunit 1		GO:0001775,GO:0002376,GO:0003674,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0006457,GO:0006996,GO:0007010,GO:0007275,GO:0007399,GO:0007417,GO:0007420,GO:0008150,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0016043,GO:0019219,GO:0019222,GO:0021537,GO:0021549,GO:0022037,GO:0030029,GO:0030036,GO:0030900,GO:0030902,GO:0031323,GO:0031326,GO:0032501,GO:0032502,GO:0042113,GO:0044183,GO:0044424,GO:0044444,GO:0044464,GO:0045321,GO:0046649,GO:0048513,GO:0048731,GO:0048856,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0060322,GO:0065007,GO:0071840,GO:0080090,GO:0140110,GO:1903506,GO:2000112,GO:2001141	ko:K09548		XP_039278286.1 prefoldin subunit 1 [Nilaparvata lugens]
TRINITY_DN2444_c0_g1_i11.p2										0	0	0	0										
TRINITY_DN244519_c0_g1_i1.p1										0	0	0	0										
TRINITY_DN24452_c3_g1_i1.p1										0	0	0	0										
TRINITY_DN244549_c0_g1_i1.p1	KAJ9050665.1 Histone H4 [Entomophthora muscae]	KAJ9050665.1	99.0	1.28e-61	193	34485	Entomophthora muscae	Entomophthora muscae	;Entomophthoromycota;Entomophthoromycetes;Entomophthorales;Entomophthoraceae;Entomophthora;Entomophthora muscae	1	0	1	0	CENP-T_C(PF15511.13)	5.2e-08	COG2036@1|root,COG5262@1|root,KOG1745@2759|Eukaryota,KOG1756@2759|Eukaryota,KOG3467@2759|Eukaryota,39ZTV@33154|Opisthokonta,3BPDH@33208|Metazoa,3D6BK@33213|Bilateria,48E1W@7711|Chordata,49B7M@7742|Vertebrata,3JEM2@40674|Mammalia,35PS8@314146|Euarchontoglires	B	Histone cluster 1			ko:K11253,ko:K11254	ko05034,ko05202,ko05203,ko05322,map05034,map05202,map05203,map05322	KAJ9050665.1 Histone H4 [Entomophthora muscae]
TRINITY_DN244632_c0_g1_i1.p1	KAI5693493.1 hypothetical protein M8J75_000265 [Di	KAI5693493.1	30.1	2.51e-10	70.5	121845	Diaphorina citri	Diaphorina citri	;Arthropoda;Insecta;Hemiptera;Psyllidae;Diaphorina;Diaphorina citri	1	0	0	0			COG5491@1|root,KOG3229@2759|Eukaryota,39V59@33154|Opisthokonta,3B9JI@33208|Metazoa,3CXX1@33213|Bilateria,4812K@7711|Chordata,48WFS@7742|Vertebrata,49SCW@7898|Actinopterygii	U	Charged multivesicular body protein 3		GO:0000815,GO:0000920,GO:0002020,GO:0003674,GO:0005488,GO:0005515,GO:0005543,GO:0005546,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005769,GO:0005770,GO:0005829,GO:0005886,GO:0006810,GO:0006900,GO:0006914,GO:0006996,GO:0007032,GO:0007034,GO:0007041,GO:0008150,GO:0008152,GO:0008289,GO:0008333,GO:0009056,GO:0009987,GO:0010008,GO:0010256,GO:0010564,GO:0010824,GO:0012505,GO:0016020,GO:0016032,GO:0016043,GO:0016050,GO:0016192,GO:0016197,GO:0016236,GO:0019058,GO:0019068,GO:0019899,GO:0022411,GO:0022607,GO:0030496,GO:0031090,GO:0031210,GO:0031410,GO:0031982,GO:0032386,GO:0032465,GO:0032467,GO:0032509,GO:0032510,GO:0032535,GO:0032879,GO:0032886,GO:0032984,GO:0032991,GO:0033043,GO:0034622,GO:0035091,GO:0036257,GO:0036258,GO:0036452,GO:0039702,GO:0040012,GO:0040013,GO:0040017,GO:0042802,GO:0042803,GO:0043167,GO:0043168,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043900,GO:0043901,GO:0043902,GO:0043903,GO:0043933,GO:0044085,GO:0044237,GO:0044248,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044440,GO:0044444,GO:0044446,GO:0044464,GO:0045787,GO:0046605,GO:0046755,GO:0046907,GO:0046983,GO:0048284,GO:0048518,GO:0048519,GO:0048522,GO:0048524,GO:0048525,GO:0050789,GO:0050792,GO:0050794,GO:0050997,GO:0051036,GO:0051049,GO:0051128,GO:0051179,GO:0051234,GO:0051258,GO:0051259,GO:0051291,GO:0051301,GO:0051302,GO:0051493,GO:0051641,GO:0051649,GO:0051704,GO:0051726,GO:0051781,GO:0060341,GO:0060627,GO:0061024,GO:0061025,GO:0061763,GO:0061919,GO:0065003,GO:0065007,GO:0065008,GO:0070405,GO:0070507,GO:0070676,GO:0070925,GO:0071840,GO:0071944,GO:0071985,GO:0090066,GO:0090068,GO:0090174,GO:0097352,GO:0097708,GO:0098588,GO:0098796,GO:0098805,GO:1901981,GO:1902186,GO:1902187,GO:1902188,GO:1902936,GO:1903649,GO:1903900,GO:1903901,GO:1903902,GO:1990381,GO:2000641	ko:K12193	ko04144,ko04217,map04144,map04217	KAI5693493.1 hypothetical protein M8J75_000265 [Diaphorina citri]
TRINITY_DN244653_c0_g1_i1.p1	XP_046685224.1 MFS-type transporter clz9-like [Hom	XP_046685224.1	77.7	3.11e-59	196	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	DDE_1(PF03184.26)	8.1e-06	KOG3105@1|root,KOG3105@2759|Eukaryota,38DQS@33154|Opisthokonta,3BGR7@33208|Metazoa	S	Tigger transposable element-derived protein 6-like					XP_046685224.1 MFS-type transporter clz9-like [Homalodisca vitripennis]
TRINITY_DN24466_c3_g1_i1.p1	XP_054274453.1 dendritic arbor reduction protein 1	XP_054274453.1	69.8	1.89e-122	368	74068	Macrosteles quadrilineatus	Macrosteles quadrilineatus	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Macrosteles;Macrosteles quadrilineatus	1	0	0	0	zf-C2H2(PF00096.33);zf-H2C2_2(PF13465.13);zf-C2H2_4(PF13894.13)	4e-15	KOG1721@1|root,KOG1721@2759|Eukaryota,3A3DW@33154|Opisthokonta,3BRQ6@33208|Metazoa,3CTZ8@33213|Bilateria,41XYI@6656|Arthropoda,3SJW7@50557|Insecta	S	Metal ion binding		GO:0000122,GO:0001558,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006357,GO:0007026,GO:0007275,GO:0007399,GO:0008150,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0010639,GO:0010720,GO:0010769,GO:0010770,GO:0010975,GO:0010976,GO:0019219,GO:0019222,GO:0022008,GO:0022603,GO:0022604,GO:0030154,GO:0030307,GO:0031110,GO:0031111,GO:0031114,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031344,GO:0031346,GO:0032501,GO:0032502,GO:0032886,GO:0033043,GO:0040008,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043242,GO:0043244,GO:0043565,GO:0044424,GO:0044464,GO:0045595,GO:0045597,GO:0045664,GO:0045666,GO:0045892,GO:0045893,GO:0045927,GO:0045934,GO:0045935,GO:0045944,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048638,GO:0048639,GO:0048699,GO:0048731,GO:0048814,GO:0048856,GO:0048869,GO:0050767,GO:0050769,GO:0050773,GO:0050775,GO:0050789,GO:0050793,GO:0050794,GO:0051094,GO:0051128,GO:0051129,GO:0051130,GO:0051171,GO:0051172,GO:0051173,GO:0051239,GO:0051240,GO:0051252,GO:0051253,GO:0051254,GO:0051493,GO:0051494,GO:0051960,GO:0051962,GO:0060255,GO:0060284,GO:0065007,GO:0070507,GO:0080090,GO:0097159,GO:0120035,GO:0140110,GO:1900006,GO:1901363,GO:1901879,GO:1901880,GO:1902679,GO:1902680,GO:1902903,GO:1902904,GO:1903506,GO:1903507,GO:1903508,GO:1903859,GO:1903861,GO:2000026,GO:2000112,GO:2000113,GO:2001141	ko:K09206,ko:K09228		XP_054274453.1 dendritic arbor reduction protein 1-like [Macrosteles quadrilineatus]
TRINITY_DN244671_c0_g1_i1.p1	XP_046675727.1 SOX domain-containing protein dicha	XP_046675727.1	64.0	1.25e-102	310	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	HMG_box(PF00505.26);HMG_box_2(PF09011.17)	5.6e-27	KOG0527@1|root,KOG0527@2759|Eukaryota,39ZWC@33154|Opisthokonta,3BPJS@33208|Metazoa,3D6IW@33213|Bilateria,41Z28@6656|Arthropoda,3SKZH@50557|Insecta	K	high mobility group		GO:0000122,GO:0000902,GO:0000904,GO:0000981,GO:0002164,GO:0002165,GO:0002168,GO:0003002,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0003705,GO:0003723,GO:0003729,GO:0003730,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006355,GO:0006357,GO:0006403,GO:0006928,GO:0006935,GO:0007275,GO:0007350,GO:0007389,GO:0007399,GO:0007409,GO:0007411,GO:0007417,GO:0007420,GO:0007442,GO:0008134,GO:0008150,GO:0008298,GO:0008301,GO:0009605,GO:0009653,GO:0009790,GO:0009791,GO:0009798,GO:0009880,GO:0009886,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009950,GO:0009953,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0014016,GO:0014019,GO:0016043,GO:0016358,GO:0019219,GO:0019222,GO:0022008,GO:0030030,GO:0030154,GO:0030182,GO:0031175,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0033036,GO:0035107,GO:0035120,GO:0035239,GO:0035282,GO:0035295,GO:0040011,GO:0042221,GO:0042330,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044424,GO:0044464,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045944,GO:0048468,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048546,GO:0048565,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048736,GO:0048812,GO:0048813,GO:0048856,GO:0048858,GO:0048863,GO:0048864,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051173,GO:0051179,GO:0051252,GO:0051253,GO:0051254,GO:0051641,GO:0055123,GO:0060255,GO:0060322,GO:0060810,GO:0061525,GO:0061564,GO:0065007,GO:0070727,GO:0070983,GO:0071840,GO:0080090,GO:0097159,GO:0097485,GO:0120036,GO:0120039,GO:0140110,GO:1901363,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:2000112,GO:2000113,GO:2001141	ko:K09267		XP_046675727.1 SOX domain-containing protein dichaete-like [Homalodisca vitripennis]
TRINITY_DN244783_c0_g1_i1.p1	WP_047099031.1 MULTISPECIES: thioredoxin [Chryseob	WP_047099031.1	100	8.58e-70	214	59732	Chryseobacterium	Chryseobacterium	;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium;	0	1	0	0	Thioredoxin(PF00085.27);Thioredoxin_2(PF13098.14);Thioredoxin_8(PF13905.13)	4.2e-31	COG3118@1|root,COG3118@2|Bacteria,4NQ5B@976|Bacteroidetes,1I2SS@117743|Flavobacteriia,3ZRZI@59732|Chryseobacterium	O	Belongs to the thioredoxin family			ko:K03671	ko04621,ko05418,map04621,map05418	WP_047099031.1 MULTISPECIES: thioredoxin [Chryseobacterium]
TRINITY_DN244789_c0_g1_i1.p1										0	0	0	0										
TRINITY_DN2447_c0_g1_i2.p1	XP_046665595.1 sterol regulatory element-binding p	XP_046665595.1	55.0	0.0	1067	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	HLH(PF00010.32)	4.4e-16	KOG2588@1|root,KOG2588@2759|Eukaryota,39IEW@33154|Opisthokonta,3BABD@33208|Metazoa,3CRAA@33213|Bilateria,41U6N@6656|Arthropoda,3SIRA@50557|Insecta	K	protein dimerization activity		GO:0000003,GO:0000122,GO:0000139,GO:0000902,GO:0000976,GO:0000977,GO:0000978,GO:0000981,GO:0000982,GO:0000987,GO:0001012,GO:0001067,GO:0001077,GO:0001078,GO:0001101,GO:0001227,GO:0001228,GO:0001889,GO:0002027,GO:0002791,GO:0002792,GO:0003062,GO:0003674,GO:0003676,GO:0003677,GO:0003682,GO:0003690,GO:0003700,GO:0004879,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005654,GO:0005737,GO:0005739,GO:0005783,GO:0005789,GO:0005794,GO:0005798,GO:0005829,GO:0006066,GO:0006082,GO:0006139,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006629,GO:0006631,GO:0006633,GO:0006725,GO:0006807,GO:0006950,GO:0006984,GO:0006991,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0007275,GO:0007276,GO:0007283,GO:0007568,GO:0007623,GO:0008016,GO:0008022,GO:0008047,GO:0008150,GO:0008152,GO:0008202,GO:0008203,GO:0008286,GO:0008340,GO:0008610,GO:0009058,GO:0009059,GO:0009267,GO:0009299,GO:0009605,GO:0009628,GO:0009653,GO:0009719,GO:0009725,GO:0009743,GO:0009746,GO:0009749,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009894,GO:0009987,GO:0009991,GO:0010033,GO:0010035,GO:0010038,GO:0010243,GO:0010259,GO:0010288,GO:0010467,GO:0010468,GO:0010506,GO:0010556,GO:0010557,GO:0010558,GO:0010565,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0010638,GO:0010646,GO:0010648,GO:0010817,GO:0010821,GO:0010866,GO:0010867,GO:0010874,GO:0010883,GO:0010884,GO:0010885,GO:0010886,GO:0010893,GO:0012505,GO:0012506,GO:0012507,GO:0014070,GO:0014074,GO:0016020,GO:0016021,GO:0016043,GO:0016053,GO:0016070,GO:0016071,GO:0016125,GO:0018130,GO:0019216,GO:0019217,GO:0019218,GO:0019219,GO:0019222,GO:0019438,GO:0019752,GO:0019899,GO:0019900,GO:0019901,GO:0019953,GO:0022414,GO:0023051,GO:0023052,GO:0023057,GO:0030133,GO:0030134,GO:0030135,GO:0030154,GO:0030176,GO:0030234,GO:0030323,GO:0030324,GO:0030425,GO:0030522,GO:0030658,GO:0030659,GO:0030660,GO:0030662,GO:0031056,GO:0031058,GO:0031063,GO:0031065,GO:0031090,GO:0031224,GO:0031227,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031329,GO:0031399,GO:0031401,GO:0031410,GO:0031647,GO:0031667,GO:0031668,GO:0031669,GO:0031965,GO:0031967,GO:0031974,GO:0031975,GO:0031981,GO:0031982,GO:0031984,GO:0032094,GO:0032268,GO:0032270,GO:0032368,GO:0032369,GO:0032371,GO:0032372,GO:0032374,GO:0032375,GO:0032386,GO:0032501,GO:0032502,GO:0032504,GO:0032526,GO:0032570,GO:0032774,GO:0032787,GO:0032810,GO:0032868,GO:0032869,GO:0032870,GO:0032879,GO:0032880,GO:0032933,GO:0032937,GO:0032989,GO:0032991,GO:0033043,GO:0033044,GO:0033157,GO:0033554,GO:0033762,GO:0033993,GO:0034059,GO:0034284,GO:0034405,GO:0034616,GO:0034641,GO:0034645,GO:0034654,GO:0035295,GO:0036293,GO:0036477,GO:0040008,GO:0040011,GO:0040014,GO:0042175,GO:0042221,GO:0042304,GO:0042493,GO:0042592,GO:0042594,GO:0042632,GO:0042789,GO:0042995,GO:0043005,GO:0043085,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043434,GO:0043436,GO:0043565,GO:0044057,GO:0044093,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044271,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044431,GO:0044432,GO:0044433,GO:0044444,GO:0044446,GO:0044463,GO:0044464,GO:0044703,GO:0044877,GO:0045444,GO:0045540,GO:0045542,GO:0045723,GO:0045834,GO:0045892,GO:0045893,GO:0045923,GO:0045934,GO:0045935,GO:0045940,GO:0045944,GO:0046394,GO:0046483,GO:0046676,GO:0046683,GO:0046883,GO:0046888,GO:0046889,GO:0046890,GO:0048232,GO:0048511,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048545,GO:0048609,GO:0048638,GO:0048731,GO:0048732,GO:0048856,GO:0048869,GO:0048878,GO:0050708,GO:0050709,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050796,GO:0050801,GO:0050810,GO:0050896,GO:0051046,GO:0051048,GO:0051049,GO:0051051,GO:0051128,GO:0051130,GO:0051171,GO:0051172,GO:0051173,GO:0051223,GO:0051224,GO:0051239,GO:0051246,GO:0051247,GO:0051252,GO:0051253,GO:0051254,GO:0051591,GO:0051704,GO:0051716,GO:0055081,GO:0055088,GO:0055089,GO:0055092,GO:0055094,GO:0060255,GO:0060341,GO:0060541,GO:0061008,GO:0062012,GO:0062013,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070201,GO:0070482,GO:0070542,GO:0070887,GO:0070888,GO:0071229,GO:0071310,GO:0071375,GO:0071396,GO:0071398,GO:0071402,GO:0071404,GO:0071417,GO:0071495,GO:0071496,GO:0071498,GO:0071499,GO:0071501,GO:0071704,GO:0071840,GO:0072330,GO:0072367,GO:0072368,GO:0080090,GO:0090087,GO:0090181,GO:0090205,GO:0090207,GO:0090208,GO:0090276,GO:0090278,GO:0090304,GO:0090311,GO:0090312,GO:0090370,GO:0097159,GO:0097447,GO:0097458,GO:0097659,GO:0097708,GO:0098531,GO:0098588,GO:0098772,GO:0098791,GO:0098796,GO:0098805,GO:0098827,GO:0106118,GO:0106120,GO:0120025,GO:0120038,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1901615,GO:1901652,GO:1901653,GO:1901654,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902275,GO:1902652,GO:1902679,GO:1902680,GO:1902893,GO:1902895,GO:1902930,GO:1902932,GO:1903146,GO:1903214,GO:1903506,GO:1903507,GO:1903508,GO:1903522,GO:1903530,GO:1903531,GO:1903533,GO:1903747,GO:1903827,GO:1904950,GO:1905269,GO:1905952,GO:1905953,GO:1905954,GO:1990837,GO:2000112,GO:2000113,GO:2001141,GO:2001252	ko:K07197,ko:K09107	ko04152,ko04910,ko04931,ko04932,map04152,map04910,map04931,map04932	XP_046665595.1 sterol regulatory element-binding protein 1 [Homalodisca vitripennis]
TRINITY_DN24481_c0_g1_i2.p3	XP_039293950.1 uncharacterized protein LOC12035359	XP_039293950.1	38.3	8.06e-19	96.3	108931	Nilaparvata lugens	Nilaparvata lugens	;Arthropoda;Insecta;Hemiptera;Delphacidae;Nilaparvata;Nilaparvata lugens	1	0	0	0										XP_039293950.1 uncharacterized protein LOC120353595 [Nilaparvata lugens]
TRINITY_DN24481_c0_g1_i2.p1	XP_039299116.1 LOW QUALITY PROTEIN: uncharacterize	XP_039299116.1	52.3	8.46e-260	764	108931	Nilaparvata lugens	Nilaparvata lugens	;Arthropoda;Insecta;Hemiptera;Delphacidae;Nilaparvata;Nilaparvata lugens	1	0	0	0	RVT_1(PF00078.33);RT_RNaseH(PF17917.8);RT_RNaseH_2(PF17919.8)	8.5e-41	COG2801@1|root,KOG0017@2759|Eukaryota,38F42@33154|Opisthokonta,3BA5H@33208|Metazoa,3CWAK@33213|Bilateria,41WI3@6656|Arthropoda,3SIRK@50557|Insecta	O	K02A2.6-like					XP_039299116.1 LOW QUALITY PROTEIN: uncharacterized protein LOC120354975 [Nilaparvata lugens]
TRINITY_DN24481_c0_g1_i2.p4	XP_039299116.1 LOW QUALITY PROTEIN: uncharacterize	XP_039299116.1	54.5	4.19e-34	137	108931	Nilaparvata lugens	Nilaparvata lugens	;Arthropoda;Insecta;Hemiptera;Delphacidae;Nilaparvata;Nilaparvata lugens	1	0	0	0	rve(PF00665.33)	3.6e-09	COG2801@1|root,KOG0017@2759|Eukaryota,38F42@33154|Opisthokonta,3BA5H@33208|Metazoa,3CWAK@33213|Bilateria,41WI3@6656|Arthropoda,3SIRK@50557|Insecta	O	K02A2.6-like					XP_039299116.1 LOW QUALITY PROTEIN: uncharacterized protein LOC120354975 [Nilaparvata lugens]
TRINITY_DN24481_c0_g1_i3.p5										0	0	0	0										
TRINITY_DN24481_c0_g1_i3.p4	XP_039293950.1 uncharacterized protein LOC12035359	XP_039293950.1	38.3	8.06e-19	96.3	108931	Nilaparvata lugens	Nilaparvata lugens	;Arthropoda;Insecta;Hemiptera;Delphacidae;Nilaparvata;Nilaparvata lugens	1	0	0	0										XP_039293950.1 uncharacterized protein LOC120353595 [Nilaparvata lugens]
TRINITY_DN24481_c0_g1_i3.p1	XP_039299116.1 LOW QUALITY PROTEIN: uncharacterize	XP_039299116.1	56.3	9.00e-251	737	108931	Nilaparvata lugens	Nilaparvata lugens	;Arthropoda;Insecta;Hemiptera;Delphacidae;Nilaparvata;Nilaparvata lugens	1	0	0	0	RVT_1(PF00078.33);RT_RNaseH(PF17917.8);RT_RNaseH_2(PF17919.8)	7.1e-41	COG2801@1|root,KOG0017@2759|Eukaryota,38F42@33154|Opisthokonta,3BA5H@33208|Metazoa,3CWAK@33213|Bilateria,41WI3@6656|Arthropoda,3SIRK@50557|Insecta	O	K02A2.6-like					XP_039299116.1 LOW QUALITY PROTEIN: uncharacterized protein LOC120354975 [Nilaparvata lugens]
TRINITY_DN24481_c0_g1_i3.p2	XP_039277002.1 uncharacterized protein LOC12034985	XP_039277002.1	34.5	5.71e-33	138	108931	Nilaparvata lugens	Nilaparvata lugens	;Arthropoda;Insecta;Hemiptera;Delphacidae;Nilaparvata;Nilaparvata lugens	1	0	0	0										XP_039277002.1 uncharacterized protein LOC120349856 [Nilaparvata lugens]
TRINITY_DN24481_c0_g1_i3.p7	RZF38379.1 hypothetical protein LSTR_LSTR015087 [L	RZF38379.1	54.5	7.22e-38	141	195883	Laodelphax striatellus	Laodelphax striatellus	;Arthropoda;Insecta;Hemiptera;Delphacidae;Laodelphax;Laodelphax striatellus	1	0	0	0										RZF38379.1 hypothetical protein LSTR_LSTR015087 [Laodelphax striatellus]
TRINITY_DN24481_c0_g1_i3.p6	XP_039299116.1 LOW QUALITY PROTEIN: uncharacterize	XP_039299116.1	54.5	4.19e-34	137	108931	Nilaparvata lugens	Nilaparvata lugens	;Arthropoda;Insecta;Hemiptera;Delphacidae;Nilaparvata;Nilaparvata lugens	1	0	0	0	rve(PF00665.33)	3.6e-09	COG2801@1|root,KOG0017@2759|Eukaryota,38F42@33154|Opisthokonta,3BA5H@33208|Metazoa,3CWAK@33213|Bilateria,41WI3@6656|Arthropoda,3SIRK@50557|Insecta	O	K02A2.6-like					XP_039299116.1 LOW QUALITY PROTEIN: uncharacterized protein LOC120354975 [Nilaparvata lugens]
