protein_id	is_secreted	has_sp	sp_prob	cs_pos	signalp_pred	tm_count	topology	diamond_subject	gene_name	diamond_pident	diamond_evalue	source_organism	eggnog_desc	go_terms	kegg_ko	kegg_pathway	cog_category	pfam_domains
TRINITY_DN26094_c0_g1_i2.p1	True	True	1.0	20	SP(Sec/SPI)	1	h	XP_054265578.1	XP_054265578.1 PAT complex subunit CCDC47 isoform 	76.2	4.39e-228	Macrosteles quadrilineatus	Protein of unknown function (DUF1682)	GO:0003674,GO:0005488,GO:0005509,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005791,GO:0006508,GO:0006511,GO:0006807,GO:0006950,GO:0006983,GO:0006984,GO:0006996,GO:0007029,GO:0007154,GO:0007165,GO:0007275,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009607,GO:0009791,GO:0009987,GO:0010033,GO:0010243,GO:0010256,GO:0010498,GO:0012505,GO:0016043,GO:0019538,GO:0019941,GO:0023052,GO:0030163,GO:0030433,GO:0032501,GO:0032502,GO:0033554,GO:0034976,GO:0036503,GO:0042221,GO:0042592,GO:0043161,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0048856,GO:0048878,GO:0050789,GO:0050794,GO:0050801,GO:0050896,GO:0051603,GO:0051716,GO:0055065,GO:0055074,GO:0055080,GO:0065007,GO:0065008,GO:0071216,GO:0071704,GO:0071840,GO:0072507,GO:0098771,GO:1901564,GO:1901565,GO:1901575,GO:1901698			S	CCDC47(PF07946.20)
TRINITY_DN652_c0_g1_i6.p1	False	False	0.0		OTHER	0		XP_054285833.1	XP_054285833.1 splicing factor 3B subunit 3-like i	97.4	0.0	Macrosteles quadrilineatus	nucleic acid binding	GO:0000375,GO:0000377,GO:0000398,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005681,GO:0005684,GO:0005686,GO:0005689,GO:0005730,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009892,GO:0009894,GO:0009895,GO:0009987,GO:0010467,GO:0010605,GO:0016070,GO:0016071,GO:0019222,GO:0030532,GO:0031974,GO:0031981,GO:0032991,GO:0034641,GO:0042176,GO:0042177,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0044877,GO:0046483,GO:0048519,GO:0050789,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0060255,GO:0065007,GO:0070013,GO:0071005,GO:0071011,GO:0071013,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097525,GO:0120114,GO:1901360,GO:1901363,GO:1902494,GO:1990904	ko:K12830	ko03040,map03040	A	Beta-prop_RSE1_1st(PF10433.16)
TRINITY_DN24062_c0_g1_i20.p1	False	False	0.0		OTHER	0		XP_046676413.1	XP_046676413.1 uncharacterized protein LOC12436474	46.5	0.0	Homalodisca vitripennis	Ubiquitin conjugating enzyme 7 interacting protein	GO:0000151,GO:0000209,GO:0001501,GO:0001959,GO:0002009,GO:0002253,GO:0002376,GO:0002429,GO:0002682,GO:0002684,GO:0002757,GO:0002764,GO:0002768,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003824,GO:0004842,GO:0005080,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0006357,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0007154,GO:0007165,GO:0007166,GO:0007249,GO:0007275,GO:0007423,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009653,GO:0009790,GO:0009792,GO:0009887,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009966,GO:0009967,GO:0009987,GO:0010468,GO:0010498,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0010646,GO:0010647,GO:0010803,GO:0010939,GO:0010941,GO:0010942,GO:0016567,GO:0016740,GO:0019219,GO:0019222,GO:0019538,GO:0019787,GO:0019899,GO:0019900,GO:0019901,GO:0019941,GO:0023051,GO:0023052,GO:0023056,GO:0030163,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032088,GO:0032182,GO:0032446,GO:0032501,GO:0032502,GO:0032991,GO:0035239,GO:0035295,GO:0035556,GO:0036211,GO:0042471,GO:0042472,GO:0042981,GO:0043009,GO:0043065,GO:0043067,GO:0043068,GO:0043069,GO:0043122,GO:0043123,GO:0043130,GO:0043161,GO:0043170,GO:0043412,GO:0043433,GO:0043583,GO:0043632,GO:0044092,GO:0044093,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0045893,GO:0045935,GO:0045944,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048562,GO:0048568,GO:0048583,GO:0048584,GO:0048598,GO:0048701,GO:0048704,GO:0048705,GO:0048706,GO:0048729,GO:0048731,GO:0048839,GO:0048856,GO:0050776,GO:0050778,GO:0050789,GO:0050794,GO:0050851,GO:0050852,GO:0050896,GO:0051090,GO:0051091,GO:0051092,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051603,GO:0051716,GO:0060255,GO:0060429,GO:0060544,GO:0060546,GO:0060547,GO:0060548,GO:0060562,GO:0060759,GO:0065007,GO:0065009,GO:0070647,GO:0071599,GO:0071600,GO:0071704,GO:0071797,GO:0080090,GO:0090596,GO:0097039,GO:0097159,GO:0140096,GO:1901222,GO:1901224,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1902494,GO:1902531,GO:1902533,GO:1902680,GO:1903506,GO:1903508,GO:1904888,GO:1990234,GO:2000112,GO:2001141,GO:2001233,GO:2001235,GO:2001236,GO:2001238	ko:K10630	ko04217,ko04621,map04217,map04621	O	Zn_ribbon_RanBP(PF00641.24);zf-RING_UBOX(PF13445.13);ubiquitin(PF00240.30)
TRINITY_DN63143_c0_g2_i1.p1	False	False	0.0		OTHER	0		XP_046684705.1	XP_046684705.1 uncharacterized protein LOC12437046	46.2	7.00e-22	Homalodisca vitripennis	Reverse transcriptase (RNA-dependent DNA polymerase)				S	
TRINITY_DN3117_c0_g1_i9.p1	False	False	0.0		OTHER	0		KAJ8873999.1	KAJ8873999.1 hypothetical protein PR048_024839 [Dr	52.0	2.80e-54	Dryococelus australis						
TRINITY_DN75006_c0_g2_i2.p1	False	False	0.0		OTHER	0		XP_046664892.1	XP_046664892.1 fumarate hydratase, mitochondrial-l	85.6	5.89e-313	Homalodisca vitripennis	Fumarase C C-terminus	GO:0001894,GO:0003674,GO:0003824,GO:0004333,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0006106,GO:0006108,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0016829,GO:0016835,GO:0016836,GO:0016999,GO:0017144,GO:0019752,GO:0031974,GO:0032501,GO:0042592,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044281,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045333,GO:0048871,GO:0048872,GO:0048873,GO:0055114,GO:0060249,GO:0065007,GO:0065008,GO:0070013,GO:0071704,GO:0072350	ko:K01679	ko00020,ko00620,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko04934,ko05200,ko05211,map00020,map00620,map00720,map01100,map01110,map01120,map01130,map01200,map04934,map05200,map05211	C	Lyase_1(PF00206.26);FumaraseC_C(PF10415.15)
TRINITY_DN147335_c0_g1_i2.p1	False	False	0.0		OTHER	0												
TRINITY_DN231240_c0_g1_i1.p1	False	False	0.0		OTHER	0		WP_000124850.1	WP_000124850.1 MULTISPECIES: 50S ribosomal protein	100	1.91e-70	Enterobacterales	Binds directly to 23S ribosomal RNA and is necessary for the in vitro assembly process of the 50S ribosomal subunit. It is not involved in the protein synthesizing functions of that subunit	GO:0000027,GO:0000900,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006355,GO:0006412,GO:0006417,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0015934,GO:0016043,GO:0017148,GO:0019219,GO:0019222,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0030371,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0032991,GO:0034248,GO:0034249,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0045182,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0051252,GO:0060255,GO:0065003,GO:0065007,GO:0070180,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0080090,GO:0090079,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1903506,GO:1990904,GO:2000112,GO:2000113,GO:2001141	ko:K02887	ko03010,map03010	J	Ribosomal_L20(PF00453.24)
TRINITY_DN8965_c1_g1_i11.p1	False	False	0.38		OTHER	4	H,h,H,h	XP_054264419.1	XP_054264419.1 uncharacterized protein LOC12898754	45.9	1.30e-33	Macrosteles quadrilineatus						
TRINITY_DN133139_c0_g1_i1.p1	True	True	1.0	18	SP(Sec/SPI)	0		PSN51556.1	PSN51556.1 Ejaculatory bulb-specific protein 3 [Bl	60.7	2.84e-41	Blattella germanica	Ejaculatory bulb-specific protein 3-like	GO:0000003,GO:0005575,GO:0005576,GO:0007275,GO:0007552,GO:0007610,GO:0008150,GO:0009605,GO:0009607,GO:0009615,GO:0019098,GO:0022414,GO:0032501,GO:0032502,GO:0032504,GO:0043207,GO:0045297,GO:0048609,GO:0048856,GO:0050896,GO:0051704,GO:0051707	ko:K15127		S	OS-D(PF03392.19)
TRINITY_DN10445_c0_g1_i3.p5	False	False	0.0		OTHER	0												
TRINITY_DN10984_c1_g1_i35.p2	False	False	0.0		OTHER	0		XP_046658927.1	XP_046658927.1 lysine-specific demethylase 3A-like	80.2	0.0	Homalodisca vitripennis	A domain family that is part of the cupin metalloenzyme superfamily.	GO:0000003,GO:0000785,GO:0000902,GO:0000904,GO:0000976,GO:0000977,GO:0000979,GO:0001012,GO:0001046,GO:0001047,GO:0001067,GO:0001666,GO:0002064,GO:0003006,GO:0003382,GO:0003674,GO:0003676,GO:0003677,GO:0003682,GO:0003690,GO:0003700,GO:0003824,GO:0005102,GO:0005488,GO:0005506,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005737,GO:0006081,GO:0006325,GO:0006355,GO:0006357,GO:0006464,GO:0006479,GO:0006482,GO:0006807,GO:0006950,GO:0006996,GO:0006997,GO:0007154,GO:0007165,GO:0007275,GO:0007276,GO:0007281,GO:0007283,GO:0007286,GO:0007289,GO:0007290,GO:0007548,GO:0007568,GO:0007596,GO:0007599,GO:0008134,GO:0008150,GO:0008152,GO:0008213,GO:0008214,GO:0008406,GO:0008584,GO:0009058,GO:0009611,GO:0009628,GO:0009636,GO:0009653,GO:0009719,GO:0009725,GO:0009755,GO:0009888,GO:0009889,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010033,GO:0010259,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010605,GO:0010628,GO:0010638,GO:0010639,GO:0014070,GO:0016043,GO:0016209,GO:0016569,GO:0016570,GO:0016571,GO:0016577,GO:0016999,GO:0017000,GO:0017144,GO:0018022,GO:0018027,GO:0018193,GO:0018205,GO:0019219,GO:0019222,GO:0019538,GO:0019827,GO:0019953,GO:0022412,GO:0022414,GO:0023052,GO:0030154,GO:0030518,GO:0030521,GO:0030522,GO:0030718,GO:0030855,GO:0031056,GO:0031057,GO:0031060,GO:0031061,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031328,GO:0031399,GO:0031400,GO:0031490,GO:0031935,GO:0031937,GO:0031974,GO:0031981,GO:0032259,GO:0032268,GO:0032269,GO:0032451,GO:0032452,GO:0032454,GO:0032501,GO:0032502,GO:0032504,GO:0032870,GO:0032989,GO:0033043,GO:0033044,GO:0033169,GO:0033993,GO:0034097,GO:0034968,GO:0035257,GO:0035258,GO:0035295,GO:0036098,GO:0036123,GO:0036211,GO:0036293,GO:0042060,GO:0042221,GO:0042493,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043401,GO:0043412,GO:0043414,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044464,GO:0044703,GO:0045137,GO:0045595,GO:0045893,GO:0045935,GO:0045944,GO:0046184,GO:0046292,GO:0046293,GO:0046546,GO:0046661,GO:0046872,GO:0046914,GO:0046966,GO:0048232,GO:0048468,GO:0048513,GO:0048515,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048545,GO:0048608,GO:0048609,GO:0048731,GO:0048856,GO:0048869,GO:0050681,GO:0050789,GO:0050793,GO:0050794,GO:0050817,GO:0050878,GO:0050896,GO:0051128,GO:0051129,GO:0051130,GO:0051171,GO:0051172,GO:0051173,GO:0051239,GO:0051246,GO:0051248,GO:0051252,GO:0051254,GO:0051276,GO:0051427,GO:0051567,GO:0051570,GO:0051573,GO:0051704,GO:0051716,GO:0060255,GO:0060429,GO:0060968,GO:0061458,GO:0061647,GO:0065007,GO:0065008,GO:0070013,GO:0070076,GO:0070482,GO:0070887,GO:0070988,GO:0071310,GO:0071345,GO:0071383,GO:0071396,GO:0071407,GO:0071495,GO:0071704,GO:0071840,GO:0072520,GO:0072718,GO:0080090,GO:0097159,GO:0097237,GO:0097327,GO:0098727,GO:0098754,GO:0098869,GO:0140096,GO:0140110,GO:1901363,GO:1901564,GO:1901576,GO:1902275,GO:1902680,GO:1903506,GO:1903508,GO:1905268,GO:1905269,GO:1990636,GO:1990748,GO:1990823,GO:1990830,GO:1990837,GO:2000036,GO:2000112,GO:2000736,GO:2001141,GO:2001251,GO:2001252	ko:K11449,ko:K15601	ko04714,ko05202,map04714,map05202	K	JmjC(PF02373.29)
TRINITY_DN778_c1_g1_i13.p1	False	False	0.0		OTHER	0		GBM00622.1	GBM00622.1 hypothetical protein AVEN_77414-1 [Aran	33.5	7.56e-12	Araneus ventricosus						
TRINITY_DN61572_c0_g1_i2.p1	True	True	1.0	19	SP(Sec/SPI)	0		KAG5311631.1	KAG5311631.1 AMPN Aminopeptidase, partial [Acromyr	48.2	1.87e-37	Acromyrmex insinuator	ERAP1-like C-terminal domain	GO:0007275,GO:0008150,GO:0009790,GO:0009792,GO:0010564,GO:0032501,GO:0032502,GO:0043900,GO:0045595,GO:0046662,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0050795,GO:0051239,GO:0051445,GO:0051726,GO:0060281,GO:0060284,GO:0065007,GO:1900193,GO:1903429,GO:1903538,GO:1905879,GO:2000241	ko:K11140	ko00480,ko01100,ko04614,ko04640,map00480,map01100,map04614,map04640	EO	Peptidase_M1_N(PF17900.7)
TRINITY_DN94937_c0_g6_i5.p1	True	True	1.0	17	SP(Sec/SPI)	0												
TRINITY_DN87679_c0_g1_i1.p1	False	False	0.0		OTHER	0		XP_046659993.1	XP_046659993.1 ragulator complex protein LAMTOR2-B	87.2	1.36e-71	Homalodisca vitripennis	Ragulator complex protein	GO:0000165,GO:0000186,GO:0000323,GO:0001101,GO:0001558,GO:0001775,GO:0001932,GO:0001934,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003674,GO:0005085,GO:0005198,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005765,GO:0005768,GO:0005770,GO:0005773,GO:0005774,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006887,GO:0006955,GO:0007049,GO:0007050,GO:0007154,GO:0007165,GO:0008104,GO:0008150,GO:0008152,GO:0009719,GO:0009893,GO:0009894,GO:0009966,GO:0009967,GO:0009987,GO:0010008,GO:0010033,GO:0010243,GO:0010506,GO:0010562,GO:0010604,GO:0010646,GO:0010647,GO:0012505,GO:0012506,GO:0016020,GO:0016192,GO:0016241,GO:0016310,GO:0019220,GO:0019222,GO:0019538,GO:0019899,GO:0022402,GO:0023014,GO:0023051,GO:0023052,GO:0023056,GO:0030141,GO:0030659,GO:0030667,GO:0031090,GO:0031323,GO:0031325,GO:0031329,GO:0031399,GO:0031401,GO:0031410,GO:0031902,GO:0031982,GO:0032006,GO:0032008,GO:0032147,GO:0032268,GO:0032270,GO:0032940,GO:0032947,GO:0032991,GO:0033036,GO:0033674,GO:0034613,GO:0035556,GO:0035579,GO:0036211,GO:0036230,GO:0040008,GO:0042119,GO:0042221,GO:0042325,GO:0042327,GO:0042581,GO:0043085,GO:0043170,GO:0043200,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043299,GO:0043312,GO:0043405,GO:0043406,GO:0043408,GO:0043410,GO:0043412,GO:0043549,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044437,GO:0044440,GO:0044444,GO:0044446,GO:0044464,GO:0045055,GO:0045121,GO:0045321,GO:0045786,GO:0045859,GO:0045860,GO:0045937,GO:0046903,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051020,GO:0051128,GO:0051171,GO:0051173,GO:0051174,GO:0051179,GO:0051234,GO:0051246,GO:0051247,GO:0051338,GO:0051347,GO:0051641,GO:0051716,GO:0051726,GO:0060255,GO:0065007,GO:0065009,GO:0070727,GO:0070820,GO:0070821,GO:0070887,GO:0071229,GO:0071230,GO:0071310,GO:0071417,GO:0071495,GO:0071704,GO:0071900,GO:0071902,GO:0071944,GO:0071986,GO:0080090,GO:0097708,GO:0098588,GO:0098589,GO:0098772,GO:0098796,GO:0098805,GO:0098852,GO:0098857,GO:0099503,GO:1901564,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902531,GO:1902533	ko:K20398	ko04150,map04150	T	Robl_LC7(PF03259.24)
TRINITY_DN4729_c0_g1_i1.p1	True	True	1.0	25	SP(Sec/SPI)	0		XP_003708605.1	XP_003708605.1 PREDICTED: astakine-like [Megachile	43.9	7.51e-23	Megachile rotundata						Prokineticin(PF06607.18)
TRINITY_DN39040_c0_g1_i1.p1	False	False	0.0		OTHER	0		XP_054279392.1	XP_054279392.1 guanine nucleotide-binding protein 	97.7	1.01e-247	Macrosteles quadrilineatus	It is involved in the biological process described with	GO:0000132,GO:0000166,GO:0000226,GO:0000278,GO:0000578,GO:0001664,GO:0001709,GO:0001882,GO:0001883,GO:0001885,GO:0002064,GO:0003158,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0003924,GO:0005102,GO:0005488,GO:0005515,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005834,GO:0005886,GO:0005929,GO:0005938,GO:0006996,GO:0007010,GO:0007017,GO:0007043,GO:0007049,GO:0007154,GO:0007163,GO:0007165,GO:0007186,GO:0007187,GO:0007188,GO:0007272,GO:0007275,GO:0007389,GO:0007399,GO:0007405,GO:0007417,GO:0007419,GO:0008104,GO:0008150,GO:0008283,GO:0008356,GO:0008366,GO:0009790,GO:0009798,GO:0009880,GO:0009888,GO:0009898,GO:0009987,GO:0010001,GO:0014045,GO:0016020,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0017145,GO:0019001,GO:0019003,GO:0019722,GO:0019897,GO:0019898,GO:0019932,GO:0019991,GO:0021782,GO:0022008,GO:0022402,GO:0022607,GO:0023052,GO:0030010,GO:0030029,GO:0030036,GO:0030154,GO:0030855,GO:0030865,GO:0030866,GO:0031234,GO:0031683,GO:0032291,GO:0032501,GO:0032502,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032879,GO:0032880,GO:0032991,GO:0033036,GO:0034329,GO:0034330,GO:0035556,GO:0035639,GO:0036094,GO:0036445,GO:0040001,GO:0042063,GO:0042995,GO:0043167,GO:0043168,GO:0043226,GO:0043297,GO:0044085,GO:0044424,GO:0044425,GO:0044444,GO:0044448,GO:0044459,GO:0044464,GO:0044877,GO:0045165,GO:0045167,GO:0045177,GO:0045179,GO:0045216,GO:0045446,GO:0048103,GO:0048468,GO:0048513,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0051293,GO:0051294,GO:0051301,GO:0051640,GO:0051641,GO:0051649,GO:0051653,GO:0051656,GO:0051716,GO:0055057,GO:0055059,GO:0060429,GO:0060856,GO:0060857,GO:0061028,GO:0061351,GO:0065007,GO:0071840,GO:0071944,GO:0072089,GO:0097159,GO:0097367,GO:0097730,GO:0098552,GO:0098562,GO:0098722,GO:0098796,GO:0098797,GO:0099568,GO:0099738,GO:0120025,GO:1901265,GO:1901363,GO:1902494,GO:1902850,GO:1903047,GO:1905360	ko:K04534,ko:K04630	ko04015,ko04022,ko04024,ko04062,ko04071,ko04261,ko04360,ko04371,ko04540,ko04611,ko04670,ko04713,ko04723,ko04724,ko04725,ko04726,ko04727,ko04728,ko04730,ko04914,ko04915,ko04916,ko04921,ko04923,ko04924,ko04926,ko04934,ko04971,ko05012,ko05030,ko05032,ko05034,ko05133,ko05142,ko05145,ko05200,map04015,map04022,map04024,map04062,map04071,map04261,map04360,map04371,map04540,map04611,map04670,map04713,map04723,map04724,map04725,map04726,map04727,map04728,map04730,map04914,map04915,map04916,map04921,map04923,map04924,map04926,map04934,map04971,map05012,map05030,map05032,map05034,map05133,map05142,map05145,map05200	DT	G-alpha(PF00503.27);Arf(PF00025.28)
TRINITY_DN31420_c0_g1_i4.p1	False	False	0.0		OTHER	0												zf-H2C2_2(PF13465.13);zf-H2C2_5(PF13909.13);zf-C2H2_16(PF23611.2);zf-C2H2(PF00096.33);zf-C2H2_7th_ZNF462(PF23225.2);zf-POGZ(PF25429.2);zf-C2H2_4(PF13894.13);Zn_ribbon_RPB9(PF02150.22)
TRINITY_DN482_c1_g1_i3.p1	False	False	0.0		OTHER	0		XP_046660136.1	XP_046660136.1 BAG domain-containing protein Samui	54.6	3.84e-94	Homalodisca vitripennis	Chaperone binding	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0010556,GO:0010557,GO:0010604,GO:0019222,GO:0030016,GO:0030017,GO:0030018,GO:0030544,GO:0031072,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031399,GO:0031401,GO:0031674,GO:0032268,GO:0032270,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043292,GO:0044422,GO:0044424,GO:0044444,GO:0044449,GO:0044464,GO:0048518,GO:0048522,GO:0050746,GO:0050747,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0060255,GO:0065007,GO:0080090,GO:0099080,GO:0099081,GO:0099512,GO:1903059,GO:1903061,GO:2000112			T	BAG(PF02179.22)
TRINITY_DN2772_c0_g1_i3.p1	True	True	1.0	25	SP(Sec/SPI)	0		XP_054267238.1	XP_054267238.1 uncharacterized protein LOC12898937	46.5	1.50e-17	Macrosteles quadrilineatus						
TRINITY_DN2243_c0_g1_i1.p1	False	False	0.02		OTHER	0		AVC68801.1	AVC68801.1 glutathione S-transferase 4 [Subpsaltri	53.7	1.46e-69	Subpsaltria yangi	Glutathione S-transferase, C-terminal domain	GO:0000287,GO:0001516,GO:0003674,GO:0003824,GO:0004364,GO:0004601,GO:0004602,GO:0004667,GO:0005488,GO:0005509,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006518,GO:0006575,GO:0006629,GO:0006631,GO:0006633,GO:0006636,GO:0006690,GO:0006692,GO:0006693,GO:0006749,GO:0006790,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008285,GO:0008610,GO:0009058,GO:0009636,GO:0009987,GO:0016053,GO:0016209,GO:0016491,GO:0016684,GO:0016740,GO:0016765,GO:0016853,GO:0016860,GO:0019752,GO:0032787,GO:0033559,GO:0034641,GO:0042127,GO:0042221,GO:0042802,GO:0042803,GO:0043167,GO:0043169,GO:0043436,GO:0043603,GO:0043900,GO:0043901,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046456,GO:0046457,GO:0046872,GO:0046983,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051186,GO:0051239,GO:0051241,GO:0051716,GO:0055114,GO:0065007,GO:0070887,GO:0071704,GO:0072330,GO:0097237,GO:0098754,GO:0098869,GO:1901564,GO:1901568,GO:1901570,GO:1901576,GO:1905936,GO:1905937,GO:1990748,GO:2000241,GO:2000242,GO:2000254,GO:2000255	ko:K00799,ko:K04097	ko00480,ko00590,ko00980,ko00982,ko00983,ko01100,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00590,map00980,map00982,map00983,map01100,map01524,map05200,map05204,map05225,map05418	O	GST_C_3(PF14497.12);GST_C(PF00043.31)
TRINITY_DN96829_c2_g1_i1.p1	False	False	0.0		OTHER	0		XP_018350213.1	XP_018350213.1 PREDICTED: putative uncharacterized	91.3	8.31e-60	Trachymyrmex septentrionalis	steroid hormone mediated signaling pathway		ko:K11433	ko00310,map00310	K	HTH_48(PF17906.8)
